accession	accession_extraction_status	af3_set_classification	in_sent_fasta	directory_name	directory_path	directory_variant	model_kind	model_rank	ranking_score	model_path	relative_model_path	model_file_size	model_sha256	input_json_paths	data_json_paths	confidence_json_path	confidence_json_found	plddt_json_found	pae_json_found	summary_confidence_json_path	ranking_metadata_paths	file_exists	readable_cif	protein_present	dna_present	protein_atom_count	dna_atom_count	atom_contacts	protein_interface_residues	dna_interface_residues	interface_result	protein_chains	dna_chains	protein_ca_plddt_mean	protein_ca_plddt_min	protein_ca_plddt_max	error	notes
A0A0U4U3E8	UNAMBIGUOUS_DIRECTORY_ACCESSION	SENT_FASTA_AF3	YES	A0A0U4U3E8	/data/sbi/interchange/boliva/patricia/AF3/A0A0U4U3E8	base	sample	3	0.6444705794861042	/data/sbi/interchange/boliva/patricia/AF3/A0A0U4U3E8/seed-1_sample-4/A0A0U4U3E8_seed-1_sample-4_model.cif	A0A0U4U3E8/seed-1_sample-4/A0A0U4U3E8_seed-1_sample-4_model.cif	217196	ec8c2b79e9d021a4908d055872c68e477d99af1e6efc9524d7b2f65c63e67bfd	/data/sbi/interchange/boliva/patricia/AF3/A0A0U4U3E8_af3.json	/data/sbi/interchange/boliva/patricia/AF3/A0A0U4U3E8/A0A0U4U3E8_data.json	/data/sbi/interchange/boliva/patricia/AF3/A0A0U4U3E8/seed-1_sample-4/A0A0U4U3E8_seed-1_sample-4_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/A0A0U4U3E8/seed-1_sample-4/A0A0U4U3E8_seed-1_sample-4_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/A0A0U4U3E8/A0A0U4U3E8_ranking_scores.csv	YES	YES	YES	YES	1251	1232	0	0	0	FAIL_EMPTY_PROTEIN_DNA_INTERFACE	A	C,D	60.976	44.750	85.110		Interface audited with Gemmi heavy-atom cutoff 4.5 A; all selected and seed/sample variants for sent accessions are included.
A0A140VJP0	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vjp0	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0	base	selected	1	0.5907804915579781	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_model.cif	a0a140vjp0/a0a140vjp0_model.cif	395225	22cf8b45072ecd09cdf504642a537b0f41303e3616b7906e36ab8d6e99550ea5		/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VJP0	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vjp0	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0	base	sample	2	0.5614723873608107	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-0/model.cif	a0a140vjp0/seed-1_sample-0/model.cif	395225	39f07dfc5d26bbbb21df019a44811c0676793fb1bbc36e0e2138659c7bc66e4c		/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-0/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-0/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VJP0	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vjp0	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0	base	sample	4	0.5269448373289456	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-1/model.cif	a0a140vjp0/seed-1_sample-1/model.cif	395225	2a7f71fa94f7fea434122e9a33f919f75ba06e65e28016af2ca5d7708fea376a		/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-1/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-1/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VJP0	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vjp0	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0	base	sample	1	0.5907804915579781	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-2/model.cif	a0a140vjp0/seed-1_sample-2/model.cif	395225	8bc8e43cab57d8ba041c4e21621a47079992473b979eeeba573648087d1ceec2		/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-2/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-2/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VJP0	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vjp0	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0	base	sample	3	0.542095603020375	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-3/model.cif	a0a140vjp0/seed-1_sample-3/model.cif	395225	e0b1ffaabb62d8d726f7da9d5436c95d71fe1c1788d246bef88baa1c6546335c		/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-3/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-3/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VJP0	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vjp0	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0	base	sample	5	0.5050662267360385	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-4/model.cif	a0a140vjp0/seed-1_sample-4/model.cif	395225	4e1577261315d2d3882656ea168c289a3bb16b50e048bbccda1272015c87004e		/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/a0a140vjp0_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-4/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/seed-1_sample-4/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vjp0/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21	base	selected	1	0.787539736178592	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_model.cif	a0a140vk21/a0a140vk21_model.cif	386050	543e02c2d3725c509c22f1c5beff76f7da723bcf3b267400dbbb0032e0876979		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21	base	sample	3	0.7706534658086022	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-0/model.cif	a0a140vk21/seed-1_sample-0/model.cif	381525	085b168801a892806938ff3c71abf59f05a3f8b50dc1ebb2b283d6405cf23b9c		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-0/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-0/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21	base	sample	2	0.7752841906160736	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-1/model.cif	a0a140vk21/seed-1_sample-1/model.cif	381525	95f509b9949df439c3054fb4ec79c4570fe9acb2bf34c73343addefb97c27451		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-1/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-1/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21	base	sample	5	0.7657132513404862	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-2/model.cif	a0a140vk21/seed-1_sample-2/model.cif	381525	14d02bc15311a5330e80db73bc049164d9700a45c1c10d6e40e13ec63bf0d9e1		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-2/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-2/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21	base	sample	4	0.7667920365252496	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-3/model.cif	a0a140vk21/seed-1_sample-3/model.cif	381525	e5d9e52c271fb8055438b96831e3423336a2cdb4ab19a9d1e71f7197c8a7d245		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-3/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-3/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21	base	sample	1	0.787539736178592	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-4/model.cif	a0a140vk21/seed-1_sample-4/model.cif	386050	543e02c2d3725c509c22f1c5beff76f7da723bcf3b267400dbbb0032e0876979		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/a0a140vk21_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-4/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/seed-1_sample-4/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_dimer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer	dimer	selected	1	0.5879416675927863	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_model.cif	a0a140vk21_dimer/a0a140vk21_dimer_model.cif	663190	e8fc6093c2fdb65fcdf943f9a04cd0577d31638b405e3dfa973e15679edaec5b		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_dimer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer	dimer	sample	1	0.5879416675927863	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-0/model.cif	a0a140vk21_dimer/seed-1_sample-0/model.cif	663190	8cd8f7b41b6d246734a42451557692ff1fd57a2d83d52d72d5462f253383bdd8		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-0/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-0/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_dimer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer	dimer	sample	3	0.5769731419398487	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-1/model.cif	a0a140vk21_dimer/seed-1_sample-1/model.cif	655372	7828ac972bb94da3582473a26f39e5e78988d56d0bca05331c5040de6df7f1da		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-1/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-1/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_dimer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer	dimer	sample	2	0.5801066399035111	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-2/model.cif	a0a140vk21_dimer/seed-1_sample-2/model.cif	655372	1a5ed97e60d5553c21e9dbb0e146207f23e9958faf4aa6bb93a76144ded022d7		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-2/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-2/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_dimer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer	dimer	sample	4	0.5637045180382385	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-3/model.cif	a0a140vk21_dimer/seed-1_sample-3/model.cif	655372	37de7afbe3b4c8f9d7ba2a78b254495dbb45258619c8f0c763d1b80df724685f		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-3/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-3/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_dimer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer	dimer	sample	5	0.5428042339125468	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-4/model.cif	a0a140vk21_dimer/seed-1_sample-4/model.cif	655372	1c5b166291d2da625dc365e2c54dfb2adc0b5f2d32125c4c9f6c973da02c57d1		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/a0a140vk21_dimer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-4/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/seed-1_sample-4/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_dimer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_monomer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer	monomer	selected	1	0.787539736178592	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_model.cif	a0a140vk21_monomer/a0a140vk21_monomer_model.cif	386066	f085c96b7a635dd6c6e9d86e3e2230bda492226e65b7f76b53e0b5f7e2cb8668		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_monomer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer	monomer	sample	3	0.7706534658086022	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-0/model.cif	a0a140vk21_monomer/seed-1_sample-0/model.cif	381541	267e0d1532af062c33f30932cd1c7ebeca9550b731059d79e4ac9f6bb349671e		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-0/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-0/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_monomer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer	monomer	sample	2	0.7752841906160736	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-1/model.cif	a0a140vk21_monomer/seed-1_sample-1/model.cif	381541	2995ed60f03cb4e1a4987c9519f35eb0cf2ba5fa1897de54932e9c837eb09075		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-1/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-1/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_monomer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer	monomer	sample	5	0.7657132513404862	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-2/model.cif	a0a140vk21_monomer/seed-1_sample-2/model.cif	381541	c4643cdd85e550a252d590ffab9aec3dd933c54ba5b132b8a87414d0694d4fc9		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-2/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-2/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_monomer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer	monomer	sample	4	0.7667920365252496	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-3/model.cif	a0a140vk21_monomer/seed-1_sample-3/model.cif	381541	4b6f84b6261f0e2f526a18f32a3f490ad2997745820f0a070e62dbe7e0bd3372		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-3/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-3/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
A0A140VK21	UNAMBIGUOUS_DIRECTORY_ACCESSION	AF3_NOT_IN_SENT_FASTA	NO	a0a140vk21_monomer	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer	monomer	sample	1	0.787539736178592	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-4/model.cif	a0a140vk21_monomer/seed-1_sample-4/model.cif	386066	f085c96b7a635dd6c6e9d86e3e2230bda492226e65b7f76b53e0b5f7e2cb8668		/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/a0a140vk21_monomer_data.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-4/confidences.json	YES	YES	YES	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/seed-1_sample-4/summary_confidences.json	/data/sbi/interchange/boliva/patricia/AF3/a0a140vk21_monomer/ranking_scores.csv	YES	NOT_AUDITED	NOT_AUDITED	NOT_AUDITED						NOT_AUDITED_NOT_IN_SENT_FASTA							Historical/not-sent AF3 model inventoried but not interface-audited in this task.
